CLASS,GENERATOR,AUROC,AUPRC,FPR95
571,bgan,0.24542752629172385,0.35467044695139804,0.9691358024691358
571,midj,0.36495960981557696,0.42236535801830977,0.9876543209876543
571,sd_15,0.8692653558908703,0.8570829516113019,0.4691358024691358
084,bgan,0.24310318549001678,0.35514825958405943,0.9876543209876543
084,midj,0.5761316872427984,0.5526219393590325,0.9197530864197531
084,sd_15,0.7259564090839811,0.6369902038155213,0.7345679012345679
661,bgan,0.23190062490474012,0.35113493800316814,0.9938271604938271
661,midj,0.4602956866331352,0.48320194441431336,0.9506172839506173
661,sd_15,0.6683432403597013,0.6544890012568348,0.8518518518518519
857,bgan,0.20846669714982474,0.34455890790846594,0.9753086419753086
857,midj,0.3246837372351776,0.3868905506987941,0.9814814814814815
857,sd_15,0.6683432403597013,0.6313216818203917,0.8518518518518519
489,bgan,0.1879286694101509,0.3395124721959879,0.9876543209876543
489,midj,0.39376619417771686,0.4084519563056401,0.8888888888888888
489,sd_15,0.3642737387593355,0.4111532359772703,0.9691358024691358
969,bgan,0.23308184727937814,0.354870445707932,0.9814814814814815
969,midj,0.5275491540923639,0.4956725165489004,0.9444444444444444
969,sd_15,0.803840877914952,0.7861439652592879,0.5802469135802469
177,bgan,0.23342478280749884,0.35189250339210054,0.9876543209876543
177,midj,0.5098308184727938,0.5086598233919182,0.9506172839506173
177,sd_15,0.43286084438347816,0.4324042461007769,0.9135802469135802
541,bgan,0.29827770156988265,0.37625647583834637,0.9876543209876543
541,midj,0.36724584666971494,0.4193886264361887,0.9567901234567902
541,sd_15,0.6042524005486968,0.6259068366047418,0.9320987654320988
000,bgan,0.1228471269623533,0.3247077459136804,0.9938271604938271
000,midj,0.2648986434994665,0.36281411793317986,0.9753086419753086
000,sd_15,0.2438271604938272,0.3609150591038005,0.9938271604938271
380,bgan,0.3107757963725042,0.3782999277686196,0.9753086419753086
380,midj,0.44238683127572015,0.45798249920610273,0.9753086419753086
380,sd_15,0.8360006096631611,0.8038699730895259,0.48148148148148145
